username,amount,reason,source,timestamp,date,day
avin_novor,133,Starting a new game with !vote,vodVote,1767244001963,2026-01-01,Thu
snoopys030,100,Successful game vote,vodVote,1767244020383,2026-01-01,Thu
madagascaradam,100,Successful game vote,vodVote,1767244030530,2026-01-01,Thu
avin_novor,100,Successful game vote,vodVote,1767244053324,2026-01-01,Thu
avin_novor,698,zoskyZappers PVP Victory (streak x1.03),zoskyZappers,1767244109817,2026-01-01,Thu
snoopys030,345,zoskyZappers PVP Defeat,zoskyZappers,1767244110787,2026-01-01,Thu
wolfmaron999,100,Successful game vote,vodVote,1767244251890,2026-01-01,Thu
snoopys030,-12480,Redeemed: Warpips,redeem,1767244290728,2026-01-01,Thu
wolfmaron999,250,reacted 🥇 to announcement 1456025493424967680,discoReact,1767245170801,2026-01-01,Thu
avin_novor,133,Starting a new game with !vote,vodVote,1767245347029,2026-01-01,Thu
wolfmaron999,100,Successful game vote,vodVote,1767245368539,2026-01-01,Thu
madagascaradam,8815,Referral bonus (7 referrals),referral,1767245379962,2026-01-01,Thu
zoskycube,234,zoskyZappers PVE Victory,zoskyZappers,1767245380176,2026-01-01,Thu
avin_novor,123,zoskyZappers PVE Defeat,zoskyZappers,1767245381133,2026-01-01,Thu
zoskycube,1875,Referral bonus (1 referrals),referral,1767245382344,2026-01-01,Thu
avin_novor,100,Successful game vote,vodVote,1767245403975,2026-01-01,Thu
cerebralx1,100,Successful game vote,vodVote,1767245412740,2026-01-01,Thu
snoopys030,100,Successful game vote,vodVote,1767245422948,2026-01-01,Thu
cerebralx1,110,AI Art word: nagware,art,1767245438525,2026-01-01,Thu
madagascaradam,100,Successful game vote,vodVote,1767245574676,2026-01-01,Thu
avin_novor,234,zoskyZappers PVE Victory,zoskyZappers,1767246717830,2026-01-01,Thu
zoskycube,123,zoskyZappers PVE Defeat,zoskyZappers,1767246718356,2026-01-01,Thu
wolfmaron999,100,Successful game vote,vodVote,1767246810808,2026-01-01,Thu
snoopys030,100,Successful game vote,vodVote,1767246811826,2026-01-01,Thu
ivanpetrov32,100,Successful game vote,vodVote,1767246874815,2026-01-01,Thu
ivanpetrov32,180,AI Art word: bulletproof,art,1767246951750,2026-01-01,Thu
ivanpetrov32,90,AI Art word: longline,art,1767247077641,2026-01-01,Thu
ivanpetrov32,190,AI Art word: lifecycle,art,1767247110004,2026-01-01,Thu
avin_novor,685,zoskyZappers PVP Victory (streak x1.01),zoskyZappers,1767247858928,2026-01-01,Thu
ivanpetrov32,345,zoskyZappers PVP Defeat,zoskyZappers,1767247859874,2026-01-01,Thu
ivanpetrov32,1000,dailyDose,voucher,1767247964577,2026-01-01,Thu
avin_novor,133,Starting a new game with !vote,vodVote,1767247988884,2026-01-01,Thu
wolfmaron999,100,Successful game vote,vodVote,1767248004509,2026-01-01,Thu
avin_novor,100,Successful game vote,vodVote,1767248008329,2026-01-01,Thu
ivanpetrov32,100,Successful game vote,vodVote,1767248035515,2026-01-01,Thu
snoopys030,100,Successful game vote,vodVote,1767248165980,2026-01-01,Thu
madagascaradam,100,Successful game vote,vodVote,1767248232637,2026-01-01,Thu
alphonsoe,1000,dailyDose,voucher,1767248539692,2026-01-01,Thu
snoopys030,133,Starting a new game with !vote,vodVote,1767249393083,2026-01-01,Thu
snoopys030,100,Successful game vote,vodVote,1767249401451,2026-01-01,Thu
avin_novor,678,zoskyZappers PVP Victory,zoskyZappers,1767249425422,2026-01-01,Thu
snoopys030,345,zoskyZappers PVP Defeat,zoskyZappers,1767249426447,2026-01-01,Thu
avin_novor,100,Successful game vote,vodVote,1767249452675,2026-01-01,Thu
ivanpetrov32,100,Successful game vote,vodVote,1767249464775,2026-01-01,Thu
ivanpetrov32,678,zoskyZappers PVP Victory,zoskyZappers,1767250490680,2026-01-01,Thu
avin_novor,345,zoskyZappers PVP Defeat,zoskyZappers,1767250491271,2026-01-01,Thu
wolfmaron999,133,Starting a new game with !vote,vodVote,1767250736346,2026-01-01,Thu
wolfmaron999,100,Successful game vote,vodVote,1767250744358,2026-01-01,Thu
ivanpetrov32,100,Successful game vote,vodVote,1767250750177,2026-01-01,Thu
avin_novor,100,Successful game vote,vodVote,1767250751093,2026-01-01,Thu
snoopys030,100,Successful game vote,vodVote,1767250766421,2026-01-01,Thu
alphonsoe,100,Successful game vote,vodVote,1767250778173,2026-01-01,Thu
madagascaradam,100,Successful game vote,vodVote,1767250779124,2026-01-01,Thu
calypso_ba,160,AI Art word: condolences,art,1767252052906,2026-01-01,Thu
calypso_ba,85,AI Art word: consolidations,art,1767252077663,2026-01-01,Thu
calypso_ba,160,AI Art word: monogamy,art,1767252086882,2026-01-01,Thu
wolfmaron999,133,Starting a new game with !vote,vodVote,1767252087515,2026-01-01,Thu
calypso_ba,100,Successful game vote,vodVote,1767252100243,2026-01-01,Thu
snoopys030,100,Successful game vote,vodVote,1767252112163,2026-01-01,Thu
wolfmaron999,100,Successful game vote,vodVote,1767252132494,2026-01-01,Thu
calypso_ba,678,zoskyZappers PVP Victory,zoskyZappers,1767252285906,2026-01-01,Thu
snoopys030,345,zoskyZappers PVP Defeat,zoskyZappers,1767252286824,2026-01-01,Thu
madagascaradam,100,Successful game vote,vodVote,1767252361358,2026-01-01,Thu
wolfmaron999,110,AI Art word: universe,art,1767252475685,2026-01-01,Thu
wolfmaron999,150,AI Art word: multiverse,art,1767252490843,2026-01-01,Thu
wolfmaron999,250,AI Art word: consequences,art,1767252511834,2026-01-01,Thu
alphonsoe,40,AI Art word: test,art,1767252839015,2026-01-01,Thu
alphonsoe,310,AI Art word: zugzwang,art,1767252899536,2026-01-01,Thu
alphonsoe,150,AI Art word: insouciance,art,1767252929748,2026-01-01,Thu
ivanpetrov32,170,AI Art word: helicopter,art,1767252957014,2026-01-01,Thu
ivanpetrov32,130,AI Art word: submarine,art,1767252993203,2026-01-01,Thu
ivanpetrov32,110,AI Art word: tolerance,art,1767253009948,2026-01-01,Thu
wolfmaron999,133,Starting a new game with !vote,vodVote,1767253436833,2026-01-01,Thu
wolfmaron999,100,Successful game vote,vodVote,1767253450580,2026-01-01,Thu
alphonsoe,100,Successful game vote,vodVote,1767253470184,2026-01-01,Thu
snoopys030,100,Successful game vote,vodVote,1767253717814,2026-01-01,Thu
