sessionId,appId,gameName,sessionStart,sessionEnd,videoId,unlockEpoch,achievementApiName,displayName,rarity,zCubes
0d2b1fb2fe8d,3247750,Mycopunk,2026-01-01T17:38:29.673Z,2026-01-01T18:31:15.303Z,,2026-01-01T17:53:54.000Z,gravityfarm,No Broccoli Please,93.8,6
0d2b1fb2fe8d,3247750,Mycopunk,2026-01-01T17:38:29.673Z,2026-01-01T18:31:15.303Z,,2026-01-01T17:54:14.000Z,EXOTIC,Exotic,71.7,28
0d2b1fb2fe8d,3247750,Mycopunk,2026-01-01T17:38:29.673Z,2026-01-01T18:31:15.303Z,,2026-01-01T17:57:10.000Z,UPGRADE,Upgrader,91,9
0d2b1fb2fe8d,3247750,Mycopunk,2026-01-01T17:38:29.673Z,2026-01-01T18:31:15.303Z,,2026-01-01T18:11:02.000Z,ABOMINATION,ABOMINATION,63.4,37
0d2b1fb2fe8d,3247750,Mycopunk,2026-01-01T17:38:29.673Z,2026-01-01T18:31:15.303Z,,2026-01-01T18:29:57.000Z,BIGDAMAGE,Big Damage,81.6,18
86a44e3e61a7,1809540,Nine Sols,2026-01-02T20:27:30.888Z,2026-01-02T22:01:43.215Z,,2026-01-02T21:37:40.000Z,Ach_Main_A1_Finished,My Revenge Starts Here,83.4,17
17201e2159b9,3247750,Mycopunk,2026-01-04T18:05:19.964Z,2026-01-04T19:38:22.648Z,,2026-01-04T19:03:16.000Z,THREAT_1,That Was Tough,84.6,15
17201e2159b9,3247750,Mycopunk,2026-01-04T18:05:19.964Z,2026-01-04T19:38:22.648Z,,2026-01-04T19:03:16.000Z,THREAT_2,Not Too Bad,83.4,17
17201e2159b9,3247750,Mycopunk,2026-01-04T18:05:19.964Z,2026-01-04T19:38:22.648Z,,2026-01-04T19:28:43.000Z,SWINGER,Swinger,35.1,65
17201e2159b9,3247750,Mycopunk,2026-01-04T18:05:19.964Z,2026-01-04T19:38:22.648Z,,2026-01-04T19:33:19.000Z,OVERCLOCK_DEATH,Overclocked,51.8,48
17201e2159b9,3247750,Mycopunk,2026-01-04T18:05:19.964Z,2026-01-04T19:38:22.648Z,,2026-01-04T19:34:21.000Z,city,"I Think I Left My Keys in the Taxi, Can We Go Back And Get Them?",68,32
17201e2159b9,3247750,Mycopunk,2026-01-04T18:05:19.964Z,2026-01-04T19:38:22.648Z,,2026-01-04T19:34:42.000Z,TAKE_DAMAGE,Ow,59.2,41
17201e2159b9,3247750,Mycopunk,2026-01-04T18:05:19.964Z,2026-01-04T19:38:22.648Z,,2026-01-04T19:34:42.000Z,THREAT_3,Hazard Pay,64.5,36
259854ab1717,546560,Half-Life: Alyx,2026-01-04T22:06:01.825Z,2026-01-05T00:05:17.486Z,,2026-01-04T22:02:45.000Z,GLOBAL_GNOME_ALONE,Gnome Alone,87.9,12
259854ab1717,546560,Half-Life: Alyx,2026-01-04T22:06:01.825Z,2026-01-05T00:05:17.486Z,,2026-01-04T22:25:04.000Z,SIDE_FEED_SNARK,Good Grub,56.6,43
259854ab1717,546560,Half-Life: Alyx,2026-01-04T22:06:01.825Z,2026-01-05T00:05:17.486Z,,2026-01-04T22:39:08.000Z,TRACK_A1_INTRO_WORLD_2,Hit and Run,86.7,13
259854ab1717,546560,Half-Life: Alyx,2026-01-04T22:06:01.825Z,2026-01-05T00:05:17.486Z,,2026-01-04T23:04:08.000Z,SIDE_RUSSELL_SCENE,Little Slugger,19.2,81
259854ab1717,546560,Half-Life: Alyx,2026-01-04T22:06:01.825Z,2026-01-05T00:05:17.486Z,,2026-01-04T23:14:31.000Z,TRAINING_LOOT_ZOMBIE,Dead Giveaway,82.1,18
259854ab1717,546560,Half-Life: Alyx,2026-01-04T22:06:01.825Z,2026-01-05T00:05:17.486Z,,2026-01-04T23:37:35.000Z,TRACK_A2_QUARANTINE_ENTRANCE,Quaranta Giorni,76.4,24
259854ab1717,546560,Half-Life: Alyx,2026-01-04T22:06:01.825Z,2026-01-05T00:05:17.486Z,,2026-01-04T23:54:51.000Z,TRAINING_BREAK_ITEM_CRATE,Smash and Grab,68,32
259854ab1717,546560,Half-Life: Alyx,2026-01-04T22:06:01.825Z,2026-01-05T00:05:17.486Z,,2026-01-05T00:00:28.000Z,TRAINING_FIRST_PISTOL_UPGRADE,Up in Arms,67.2,33
bd7a703520ea,546560,Half-Life: Alyx,2026-01-05T05:49:15.329Z,2026-01-05T07:08:08.994Z,,2026-01-05T06:17:55.000Z,TRACK_A2_HIDEOUT,Sustenance,65.2,35
bd7a703520ea,546560,Half-Life: Alyx,2026-01-05T05:49:15.329Z,2026-01-05T07:08:08.994Z,,2026-01-05T06:56:04.000Z,TRACK_A2_HEADCRABS_TUNNEL,Zombie with a Shotgun,62.4,38
,960090,Bloons TD 6,,,,2026-01-08T01:01:08.000Z,20,You've Got The Power,57.9,42
,960090,Bloons TD 6,,,,2026-01-08T01:41:17.000Z,82,Rainbow is Magic,57.6,42
,960090,Bloons TD 6,,,,2026-01-08T03:37:13.000Z,19,Monkey Avenger League,53.5,47
,960090,Bloons TD 6,,,,2026-01-08T05:20:13.000Z,42,Challenger,43.2,57
,1332010,Stray,,,,2026-01-08T23:42:59.000Z,ACH_014,Catwalk,45.2,55
,960090,Bloons TD 6,,,,2026-01-09T02:34:43.000Z,77,I see you,35.2,65
,1452070,LONE RUIN,,,,2026-01-10T15:13:25.000Z,boss_1,Boss 1,26,74
,1452070,LONE RUIN,,,,2026-01-10T15:13:25.000Z,cloak_swift,Cloak of Swiftness,71.8,28
,960090,Bloons TD 6,,,,2026-01-11T16:55:30.000Z,40,Infrared,55.6,44
,960090,Bloons TD 6,,,,2026-01-11T18:38:28.000Z,11,Advanced Player,44.3,56
c1a298adfc13,1605250,Moros Protocol,2026-01-14T00:49:15.897Z,2026-01-14T02:26:52.586Z,,2026-01-14T00:52:24.000Z,NEW_ACHIEVEMENT_1_15,First Blood,94.5,6
c1a298adfc13,1605250,Moros Protocol,2026-01-14T00:49:15.897Z,2026-01-14T02:26:52.586Z,,2026-01-14T01:02:50.000Z,NEW_ACHIEVEMENT_1_13,Rookie Run,80.1,20
c1a298adfc13,1605250,Moros Protocol,2026-01-14T00:49:15.897Z,2026-01-14T02:26:52.586Z,,2026-01-14T01:03:13.000Z,NEW_ACHIEVEMENT_1_29,Upgraded,75.1,25
736261db351c,4000,Garry's Mod,2026-01-15T20:15:14.552Z,2026-01-15T22:45:16.384Z,,2026-01-15T20:15:53.000Z,GMA_PLAY_MULTIPLAYER,Play Multiplayer,84.5,16
,960090,Bloons TD 6,,,,2026-01-17T01:26:03.000Z,52,Four times the fun,31.9,68
216c1b8a3d24,2918130,Deepest Trench,2026-01-17T03:20:08.992Z,2026-01-17T04:39:03.794Z,,2026-01-17T03:29:47.000Z,UseOxygenStation,Use Oxygen Station,81.2,19
216c1b8a3d24,2918130,Deepest Trench,2026-01-17T03:20:08.992Z,2026-01-17T04:39:03.794Z,,2026-01-17T04:30:07.000Z,DeathByMegalodon,Sharkbait...hoo ha ha,36.7,63
cc7ca7f15f5b,3017860,DOOM: The Dark Ages,2026-01-18T01:27:15.967Z,2026-01-18T02:52:35.649Z,,2026-01-18T02:18:00.000Z,NEW_ACHIEVEMENT_1_12,Fully Loaded,46.9,53
5a555010fb42,311690,Enter the Gungeon,2026-01-17T16:27:13.883Z,2026-01-18T19:22:26.060Z,,2026-01-18T18:20:42.000Z,KILL_FROZEN_ENEMY_WITH_ROLL,Demolition Man,11.8,88
33fc1cd27438,3017860,DOOM: The Dark Ages,2026-01-19T15:00:55.603Z,2026-01-19T19:16:06.613Z,,2026-01-19T17:12:17.000Z,NEW_ACHIEVEMENT_1_4,Too Angry to Die,40.3,60
33fc1cd27438,3017860,DOOM: The Dark Ages,2026-01-19T15:00:55.603Z,2026-01-19T19:16:06.613Z,,2026-01-19T19:16:06.000Z,NEW_ACHIEVEMENT_1_5,Argent Return,39.6,60
b4ff5e8ac7b9,3017860,DOOM: The Dark Ages,2026-01-19T21:27:48.858Z,2026-01-20T00:09:07.740Z,,2026-01-19T22:23:18.000Z,NEW_ACHIEVEMENT_1_6,The Only Thing They Fear,39.1,61
b4ff5e8ac7b9,3017860,DOOM: The Dark Ages,2026-01-19T21:27:48.858Z,2026-01-20T00:09:07.740Z,,2026-01-19T23:17:39.000Z,NEW_ACHIEVEMENT_1_17,Powerful Investment,41.3,59
b4ff5e8ac7b9,3017860,DOOM: The Dark Ages,2026-01-19T21:27:48.858Z,2026-01-20T00:09:07.740Z,,2026-01-19T23:23:56.000Z,NEW_ACHIEVEMENT_1_21,Essential Ammo,31,69
b4ff5e8ac7b9,3017860,DOOM: The Dark Ages,2026-01-19T21:27:48.858Z,2026-01-20T00:09:07.740Z,,2026-01-19T23:47:58.000Z,NEW_ACHIEVEMENT_1_7,Game Complete,38.5,62
c9e3a062ba43,1911610,Windblown,2026-01-24T22:10:16.349Z,2026-01-24T23:07:37.864Z,,2026-01-24T22:45:02.000Z,REPAIR_FREND_ACH,FREND-43V3R,88.9,11
c9e3a062ba43,1911610,Windblown,2026-01-24T22:10:16.349Z,2026-01-24T23:07:37.864Z,,2026-01-24T23:05:05.000Z,RESCUE_PIETRO_ACH,Pietro,90.4,10
b4e75158e3b8,1982340,Blanc,2026-01-25T18:01:12.644Z,2026-01-25T20:29:00.489Z,,2026-01-25T20:23:14.000Z,ANOTHER_RIDE,Another ride!,5.2,95
467ff5b4f97b,690640,Trine 4: The Nightmare Prince,2026-01-26T01:13:24.215Z,2026-01-26T01:52:23.152Z,,2026-01-26T01:51:50.000Z,complete_l01,A Wizard's Quest,82.8,17
1a1c939ed736,1107790,The Complex,2026-01-26T03:10:26.826Z,2026-01-26T04:32:10.557Z,,2026-01-26T03:15:07.000Z,tough_decision,Tough Decision,91.7,8
1a1c939ed736,1107790,The Complex,2026-01-26T03:10:26.826Z,2026-01-26T04:32:10.557Z,,2026-01-26T03:23:37.000Z,blast_from_the_past,Blast From The Past,85.8,14
1a1c939ed736,1107790,The Complex,2026-01-26T03:10:26.826Z,2026-01-26T04:32:10.557Z,,2026-01-26T03:38:10.000Z,beat_it,Beat It,57,43
1a1c939ed736,1107790,The Complex,2026-01-26T03:10:26.826Z,2026-01-26T04:32:10.557Z,,2026-01-26T04:06:45.000Z,falling_for_you,Falling For You,48.8,51
1a1c939ed736,1107790,The Complex,2026-01-26T03:10:26.826Z,2026-01-26T04:32:10.557Z,,2026-01-26T04:20:59.000Z,kamikaze,Kamikaze,70.9,29
1a1c939ed736,1107790,The Complex,2026-01-26T03:10:26.826Z,2026-01-26T04:32:10.557Z,,2026-01-26T04:29:27.000Z,ending_5,Lab Rat,31.2,69
191c8fe3f216,2000090,The Isle Tide Hotel,2026-01-26T05:23:47.998Z,2026-01-26T06:37:34.353Z,,2026-01-26T06:07:25.000Z,christ_the_saviour,Christ the Saviour,72.1,28
191c8fe3f216,2000090,The Isle Tide Hotel,2026-01-26T05:23:47.998Z,2026-01-26T06:37:34.353Z,,2026-01-26T06:10:17.000Z,the_price_is_right,The Price is Right,69.9,30
191c8fe3f216,2000090,The Isle Tide Hotel,2026-01-26T05:23:47.998Z,2026-01-26T06:37:34.353Z,,2026-01-26T06:21:25.000Z,passive_fist,Passive Fist,29.3,71
2cf430f2f520,690640,Trine 4: The Nightmare Prince,2026-01-26T23:48:41.393Z,2026-01-27T01:04:39.689Z,iksoWWT_A14,2026-01-27T00:05:40.000Z,complete_l02,A Knightly Quest,79.7,20
2cf430f2f520,690640,Trine 4: The Nightmare Prince,2026-01-26T23:48:41.393Z,2026-01-27T01:04:39.689Z,iksoWWT_A14,2026-01-27T00:24:42.000Z,complete_l03,An Enterprising Quest,77.9,22
ee28324eb9cd,2000090,The Isle Tide Hotel,2026-01-27T03:04:37.049Z,2026-01-27T03:30:06.362Z,jDcnFPcayp8,2026-01-27T03:25:59.000Z,the_martyr,The Martyr,14,86
e4e7afcd7e62,584980,Late Shift,2026-01-27T03:39:41.943Z,2026-01-27T05:03:21.716Z,tzUSYCMSuHM,2026-01-27T03:43:26.000Z,CAUSE_AND_EFFECT,Cause and Effect,91.8,8
e4e7afcd7e62,584980,Late Shift,2026-01-27T03:39:41.943Z,2026-01-27T05:03:21.716Z,tzUSYCMSuHM,2026-01-27T04:08:40.000Z,SHILL_BIDDER,Shill Bidder,51.9,48
e4e7afcd7e62,584980,Late Shift,2026-01-27T03:39:41.943Z,2026-01-27T05:03:21.716Z,tzUSYCMSuHM,2026-01-27T04:32:20.000Z,EVEN_TEMPERED,Even Tempered,62.6,37
e4e7afcd7e62,584980,Late Shift,2026-01-27T03:39:41.943Z,2026-01-27T05:03:21.716Z,tzUSYCMSuHM,2026-01-27T04:51:04.000Z,ENDING_5,The Delivery,50.7,49
bb339922ead8,2133590,fig.,2026-01-27T15:34:51.668Z,2026-01-27T16:36:24.368Z,,2026-01-27T15:54:14.000Z,MightAsWellJump,MIGHT AS WELL JUMP,42.6,57
bb339922ead8,2133590,fig.,2026-01-27T15:34:51.668Z,2026-01-27T16:36:24.368Z,,2026-01-27T16:15:19.000Z,TastoOfItOwnMedicine,TASTE OF IT OWN MEDICINE,41.2,59
bb339922ead8,2133590,fig.,2026-01-27T15:34:51.668Z,2026-01-27T16:36:24.368Z,,2026-01-27T16:18:54.000Z,HarderBetterFasterStronger,"HARDER, BETTER, FASTER, STRONGER",32.7,67
bb339922ead8,2133590,fig.,2026-01-27T15:34:51.668Z,2026-01-27T16:36:24.368Z,,2026-01-27T16:19:44.000Z,BlackHawkDown,BLACK HAWK DOWN,33.6,66
bb339922ead8,2133590,fig.,2026-01-27T15:34:51.668Z,2026-01-27T16:36:24.368Z,,2026-01-27T16:34:02.000Z,RagForTheBull,RAG FOR THE BULL,28,72
bb339922ead8,2133590,fig.,2026-01-27T15:34:51.668Z,2026-01-27T16:36:24.368Z,,2026-01-27T16:34:02.000Z,Predator,PREDATOR,27.7,72
bb339922ead8,2133590,fig.,2026-01-27T15:34:51.668Z,2026-01-27T16:36:24.368Z,,2026-01-27T16:36:02.000Z,FatherFigure,FATHER FIGURE,28,72
bb339922ead8,2133590,fig.,2026-01-27T15:34:51.668Z,2026-01-27T16:36:24.368Z,,2026-01-27T16:36:03.000Z,Fig,Fig,28,72
5c599b3a8adf,1628130,Who Pressed Mute on Uncle Marcus?,2026-01-27T22:32:30.410Z,2026-01-28T00:58:13.579Z,,2026-01-27T22:36:10.000Z,sorry_kiddo,"Sorry, kiddo",93.4,7
5c599b3a8adf,1628130,Who Pressed Mute on Uncle Marcus?,2026-01-27T22:32:30.410Z,2026-01-28T00:58:13.579Z,,2026-01-27T22:47:57.000Z,and_away_we_go,And away we go!,82.7,17
5c599b3a8adf,1628130,Who Pressed Mute on Uncle Marcus?,2026-01-27T22:32:30.410Z,2026-01-28T00:58:13.579Z,,2026-01-28T00:54:02.000Z,brown_nosing,Brown nosing,30.7,69
5c599b3a8adf,1628130,Who Pressed Mute on Uncle Marcus?,2026-01-27T22:32:30.410Z,2026-01-28T00:58:13.579Z,,2026-01-28T00:54:02.000Z,blow,Blow,36.5,64
