username,badgeId,badgeName,badgeLevel,threshold,rank,filename,imageUrl,achievedAt
pika_gamy,B5jVv9xjMbR0DPxhAYu2,1600k,4,1600000,5,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fpika_gamy_spent-1600k_1785665816877.png?alt=media&token=95fb7ce3-5249-4b5e-8c8f-e59c59326c2d,2026-08-02T10:16:55.483Z
4gazmin4,RcBfWICby8tgoGFIG2x7,200k,1,200000,43,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2F4gazmin4_spent-200k_1785674407738.png?alt=media&token=f5a173eb-9982-45d8-9179-f37086b41878,2026-08-02T12:40:06.512Z
lmbs00,sth1KdN7jiNzSfZNUbZw,200K,2,200000,59,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Flmbs00_m2-200k_1785796498966.png?alt=media&token=b29729d7-9908-47a9-9bb2-e95a9ea71477,2026-08-03T22:34:57.581Z
dahhel,zITe2Qtg1XhZXSDvu91x,2M,8,2000000,3,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fdahhel_m8-2m_1785862220483.png?alt=media&token=31662568-a9a6-41a9-b8e5-4e1d951ea607,2026-08-04T16:50:19.172Z
louis_of_apshai,0XRvIf7Mv8DWR5yr2loY,500K,5,500000,36,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Flouis_of_apshai_m5-500k_1785881683314.png?alt=media&token=78fc9131-e03c-4cd6-bf04-afefccacf0fb,2026-08-04T22:14:42.029Z
pika_gamy,EFJkrvRYqMCe01DXbHAv,2M,8,2000000,4,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fpika_gamy_m8-2m_1785933904655.png?alt=media&token=e56bd671-083b-4fbe-9d7f-d69b8d26ea28,2026-08-05T12:45:03.451Z
ivanpetrov32,hxW0Dn0gY9zP38YefGji,1600k,4,1600000,6,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fivanpetrov32_spent-1600k_1786165367874.png?alt=media&token=03876aa1-fab1-4c6c-9bdc-77fd96c19d92,2026-08-08T05:02:46.161Z
alfims,gAAiqFHr5JkFR6sDwx9H,2M,8,2000000,5,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Falfims_m8-2m_1786273129017.png?alt=media&token=8ec51dd9-f1ed-431d-9dc5-def4879a7730,2026-08-09T10:58:48.031Z
lovegamesandthings00000,7CwUMbRmNCwxbBDXuvhj,400K,4,400000,42,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Flovegamesandthings00000_m4-400k_1786328121864.png?alt=media&token=d027a1de-b93a-493d-97a2-98ff1a877231,2026-08-10T02:15:20.649Z
player0451,SCV4pWlCJUcJIhFK0qFp,1M,7,1000000,20,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fplayer0451_m7-1m_1786468172245.png?alt=media&token=3cea8216-b1d7-42d0-aebf-700bfe9ee50e,2026-08-11T17:09:30.780Z
wolfmaron999,46nnePXTKyGNrAg1S9Ei,800k,3,800000,19,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fwolfmaron999_spent-800k_1786556147692.png?alt=media&token=44d18a21-8426-4bb5-9329-c4ffa5f69932,2026-08-12T17:35:45.952Z
shadowladyex,JyyV73XqO05sNhVeJ7ZQ,1600k,4,1600000,7,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Fshadowladyex_spent-1600k_1786572331072.png?alt=media&token=4c0190bd-760f-4745-a87f-ad9ea1c1a8b0,2026-08-12T22:05:29.462Z
lmbs00,br1M34eK78bgxvgROFAS,300K,3,300000,47,,https://firebasestorage.googleapis.com/v0/b/zoskycube-bossbattle.firebasestorage.app/o/milestones%2Fgenerated%2Flmbs00_m3-300k_1786580318162.png?alt=media&token=d53e982e-73a8-4405-9cae-acc620c8b3d9,2026-08-13T00:18:36.873Z
